A: Trend scenario: 88-99ha,,,,,
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,-,-,-,P,Potential for a moderate high degree of harm to the greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Within 45 minutes of a Tier 1 or 2 settlement by public transport. The development will improve pedestrian links, improving accessibility and connectivity."
Housing,0,0,0,P,Development would provide approx. 120 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
LYTM7: Land to the West of Wareham Road,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Within the Poole Harbour hydrological catchment, Poole Harbour recreation zone and the 400m to 5km consultation zone from the Dorset Heaths. Development of this scale is unlikely to result in a substantial increase in recreational pressure."
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Potential for high degree of harm to the greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Within 45 minutes of a Tier 1 or 2 settlement by public transport. The development will improve pedestrian and cycle links, improving accessibility and connectivity."
Housing,0,0,0,P,Development would provide approx. 40 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
LM A,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Approx. 240m from the Poole Harbour SPA and Ramsar, within the 400m to 5km consultation zone around the Dorset Heaths European Site, and within the Poole Harbour hydrological catchment and Poole Harbour recreation catchment."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,Within the Lytchett Minster Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to a primary or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
LM B,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,"Within the 400m to 5km consultation zone around the Dorset Heaths European Site, and within the Poole Harbour hydrological catchment and Poole Harbour recreation catchment."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,Within the Lytchett Minster Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to a primary or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
LM C,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Approx. 350m from the Poole Harbour SPA and Ramsar, therefore within the 400m of the Dorset Heaths European Site, and within the Poole Harbour hydrological catchment and Poole Harbour recreation catchment."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,Approx. 90m to the west of the Lytchett Minster Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to a primary or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
LM D,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Approx. 220m from the Poole Harbour SPA and Ramsar, within the 400m to 5km consultation zone around the Dorset Heaths European Site, and within the Poole Harbour hydrological catchment and Poole Harbour recreation catchment."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,Within the Lytchett Minster Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to a primary or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
LM E,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Approx. 220m from the Poole Harbour SPA and Ramsar, within the 400m to 5km consultation zone around the Dorset Heaths European Site, and within the Poole Harbour hydrological catchment and Poole Harbour recreation catchment."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,Approx. 140m to the east of the Lytchett Minster Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to a primary or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR A,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,-,-,-,P,Within a Zone 2 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt. Approx. 400m to the west of the Cranborne Chase AONB.
Historic Environment,--,--,--,P,"Within Sturminster Marshall Conservation Area. Scheduled Monuments ‘Medieval standing cross 15m SW of St Mary's Church’ approx. 80m west, and ‘shrunken medieval village…’ approx. 110m west of the site."
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR B,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,-,-,-,P,Within a Zone 2 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,--,--,--,P,"Adjacent to the Sturminster Marshall Conservation Area. Scheduled Monuments ‘Medieval standing cross 15m SW of St Mary's Church’ approx. 120m to the north, and ‘shrunken medieval village…’ approx. 130m north of the site."
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR C,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR D,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,-,-,-,P,Within a Zone 3 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR E,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR F,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,Within an area classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR G,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,Within an area classified as Grade 2 (‘very good’) agricultural land.
Water,-,-,-,P,Within a Zone 3 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR H,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,-,-,-,P,Within a Zone 2 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt
Historic Environment,-,-,-,P,Adjacent to the Sturminster Marshall Conservation Area approx. 130m north of the site.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
STUR I,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,-,-,-,P,Within a Zone 2 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 flood zone.
Landscape,--,--,--,P,Within the Southeast Dorset Greenbelt. Approx. 410m to the west of the Cranborne Chase AONB.
Historic Environment,--,--,--,P,Within Sturminster Marshall Conservation Area. Scheduled Monument ‘A shrunken medieval village and earlier prehistoric settlement remains at Walnut Tree Field’ within the area and ‘Medieval standing cross…” approx. 100m east of the site.
Community,+,+,+,P,"Development in this area would provide access to Poole within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
01_STMA: Springfield Farm,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,Within an area classified as Grade 2 (‘very good’) agricultural land.
Water,-,-,-,P,Within a Zone 3 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development of this scale may result in an increase in greenhouse gas emissions. Development in a flood zone 2 may reduce resilience to future climatic conditions.
Flooding & Coastal Change,-,-,-,P,The site is within a Flood Zone 2.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,Approx. 160m from the Sturminster Marshall Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to Wareham within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,++,++,++,P,"Development at this scale is likely to provide a significant amount of housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,"Development at this scale has greater potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
02_STMA: Golf Course,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,-,-,-,P,Within a Zone 3 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development in a potential future flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,0,0,-,P,Zone 3 Flood Zone adjacent and to the north of the site. Potential long term impact as the effects of climate change are more fully realised and the frequency and severity of rainfall events increase.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,Approx. 310m to the south of the Scheduled Monument titled ‘A shrunken medieval village and earlier prehistoric settlement remains at Walnut Tree Field’ and approx. 90m from the Sturminster Marshall Conservation Area.
Community,+,+,+,P,"Development in this area would provide access to Wareham within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Development at this scale will provide housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,0,0,0,P,"Development at this scale has less potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
03_STMA: East of Station Road,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,Within an area classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to Wareham within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Development at this scale will provide housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,0,0,0,P,"Development at this scale has less potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
04_STMA: Land at Sturminster Marshall (site 1),,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,Within an area classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development of this scale may result in an increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,"Scheduled Monument titled ‘The Henbury Barrow, a bowl barrow 800m west of Henbury Hall’ approx. 360m to the south of the site."
Community,+,+,+,P,"Development in this area would provide access to Wareham within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,++,++,++,P,"Development at this scale is likely to provide a significant amount of housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,,"Development at this scale has greater potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
STMA2: Land at Station Road,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,--,--,--,P,The southern area of the site is classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,-,-,-,P,Potential for a moderate degree of harm to the greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a tier 1 or 2 settlement within 30 minutes by public transport. Development will provide pedestrian links, improving connectivity, provide open space encouraging healthy lifestyles, and protect amenity."
Housing,+,+,+,P,Development would provide approx. 225 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
STMA3: Springfield Farm,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,0,0,0,P,"A small area on the northern site boundary is within a Zone 2 Groundwater Source Protection Zone. Given the residential nature of the proposed development, it is unlikely that a significant risk to groundwater drinking supply will exist."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is within a Flood Zone 2. The policy requires an appropriate drainage strategy to be submitted to deal with the flooding issue.
Landscape,0,0,0,P,Potential for a low degree of harm to the greenbelt.
Historic Environment,-,-,-,P,Approx. 160m from the Sturminster Marshall Conservation Area.
Community,++,++,++,P,"Development in this area would provide access to Wareham within 30 minutes by public transport. Development will provide pedestrian links, improving connectivity."
Housing,0,0,0,P,Development would provide approx. 60 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
STMA4: Sturminster Marshall Golf Course,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,Within the 400m to 5km zone around the Dorset Heathlands.
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,0,0,0,P,"Within a Zone 3 Groundwater Source Protection Zone. Given the residential nature of the proposed development, it is unlikely that a significant risk to groundwater drinking supply will exist."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development in a potential future flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,0,0,-,P,Zone 3 Flood Zone adjacent and to the north of the site. Potential long term impact as the effects of climate change are more fully realised and the frequency and severity of rainfall events increase.
Landscape,-,-,-,P,Potential for a moderate degree of harm to the greenbelt.
Historic Environment,-,-,-,P,Approx. 310m to the south of the Scheduled Monument titled ‘A shrunken medieval village and earlier prehistoric settlement remains at Walnut Tree Field’ and approx. 90m from the Sturminster Marshall Conservation Area.
Community,++,++,++,P,Development in this area would provide access to Wareham within 30 minutes by public transport. Improved pedestrian/cycle links improving connectivity and provision of open space to promote wellbeing.
Housing,0,0,0,P,Development would provide approx. 140 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
WOL A,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Includes the River Frome SSSI and the SNCI titled “Woolbridge-Hyford Ditches” and “Wool Meadow”, and the ‘other wet woodland’ priority habitat. Within the 400m to 5km zone from the Dorset Heathlands European site."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
